Initial
1961-1-1

Spa	171.985
Dgw	17.0382
Alf	0.00269484
Dgm	150.758
Soc	0.231087
Wic	0.672371
Mec	0.455453
Grd	0.976572

OK	nan

P	R	RM	BF	B	I	DR	PET	ET	SW	SS	GS	INF	PERC	RC	T	H	WEI
42.5093	40.321	7.65453	2.28417	NA	0.500669	4.86969	35.473	35.473	171.985	0	1.7207	37.6396	2.16658	1.66591	4.1785	NA	1
90.3195	54.4157	26.4015	1.68039	NA	2.73766	21.9835	56.4891	56.4891	171.985	0	9.14951	68.336	11.8469	9.1092	6.60057	NA	1
114.834	39.0589	44.4718	8.93516	NA	0	35.5367	87.7643	87.5593	163.724	0	0.214351	79.2976	0	0	12.2634	NA	1
178.951	57.6682	82.3621	0.209329	NA	0	82.1527	108.498	107.566	152.956	0	0.00502172	96.7983	0	0	16.4978	NA	1
75.1053	58.3398	13.5241	0.00490408	NA	0	13.5192	83.8172	80.133	134.409	0	0.000117647	61.5861	0	0	14.5077	NA	1
68.5812	23.6799	9.90575	0.000114891	NA	0	9.90563	52.8681	52.8681	140.217	0	2.75618e-006	58.6756	0	0	11.9756	NA	1
37.2502	17.0692	3.04859	2.69161e-006	NA	0	3.04859	20.985	20.985	153.433	0	6.45707e-008	34.2016	0	0	4.94885	NA	1
105.224	28.2362	38.8046	6.30579e-008	NA	12.1853	26.6193	7.323	7.323	171.985	0	40.5451	78.6052	52.7304	40.5451	0.834075	NA	1
132.491	31.3583	83.2645	39.5952	NA	43.6693	0	0.786525	0.786525	171.985	66.7565	22.2288	64.9482	64.9482	21.2789	-4.18808	NA	1
56.0943	38.7464	90.4989	21.708	NA	68.7909	0	3.48696	3.48696	171.985	17.0529	34.0408	102.311	102.311	33.52	-1.9952	NA	1
103.423	48.9933	109.224	33.2433	NA	75.981	0	7.47105	7.47105	171.985	0	37.8211	113.005	113.005	37.0236	-0.656866	NA	1
135.304	117.905	90.9709	36.935	NA	54.0358	0	16.6618	16.6618	171.985	0	65.4923	118.642	118.642	64.6062	0.774711	NA	1
33.9103	120.946	67.0568	63.9579	NA	0	3.09883	38.3094	38.1483	164.649	0	1.53433	30.8115	0	0	4.85172	NA	1
27.6119	75.1925	3.46533	1.49838	NA	0	1.96695	79.6331	70.004	120.29	0	0.0359455	25.645	0	0	11.3082	NA	1
120.01	30.3102	27.181	0.0351034	NA	0	27.1459	102.798	99.6154	113.538	0	0.000842117	92.8641	0	0	15.2142	NA	1
75.6079	24.4204	10.1708	0.000822388	NA	0	10.17	107.852	90.2527	88.7235	0	1.97288e-005	65.438	0	0	16.4009	NA	1
19.9366	13.861	0.552581	1.92666e-005	NA	0	0.552562	104.247	53.9394	54.168	0	4.62197e-007	19.384	0	0	19.3285	NA	1
53.6022	12.8597	2.43866	4.51369e-007	NA	0	2.43866	49.705	49.705	55.6266	0	1.08282e-008	51.1636	0	0	11.0147	NA	1
98.1048	14.4293	8.38891	1.05745e-008	NA	0	8.38891	19.2039	19.2039	126.139	0	2.53678e-010	89.7159	0	0	4.13439	NA	1
61.38	21.5616	7.55695	2.47735e-010	NA	0.110591	7.44636	7.60841	7.60841	171.985	0	0.367977	53.9336	0.478569	0.367977	1.0731	NA	1
89.6709	28.2658	51.9554	0.359357	NA	51.5961	0	1.45649	1.45649	171.985	11.4768	25.1501	76.7375	76.7375	25.1415	-3.49615	NA	1
69.6907	40.2939	76.8903	24.5609	NA	52.3294	0	3.3393	3.3393	171.985	0	26.088	77.8282	77.8282	25.4988	-2.12434	NA	1
78.3522	25.6776	76.3252	25.4768	NA	50.8484	0	2.72678	2.72678	171.985	0	25.3883	75.6255	75.6255	24.7771	-3.34728	NA	1
106.036	68.4022	88.662	24.7935	NA	63.8686	0	11.0461	11.0461	171.985	0	31.7163	94.9901	94.9901	31.1215	-1.13124	NA	1
36.4403	98.9363	30.9733	30.9733	NA	0	0	45.1222	36.4403	171.985	0	0.743036	0	0	0	6.67517	NA	1
44.0038	48.0142	5.94374	0.725629	NA	0	5.21812	87.1638	80.9552	129.816	0	0.0174075	38.7857	0	0	12.8999	NA	1
89.8795	21.6133	16.449	0.0169997	NA	0	16.432	90.4523	85.6687	117.595	0	0.000407817	73.4475	0	0	12.7922	NA	1
116.699	23.4953	25.0939	0.000398262	NA	0	25.0935	93.0477	92.5874	116.612	0	9.55415e-006	91.6051	0	0	13.4364	NA	1
52.5402	18.4272	5.04395	9.33032e-006	NA	0	5.04394	82.424	68.9286	95.18	0	2.23831e-007	47.4962	0	0	14.1834	NA	1
93.4166	18.7003	13.0147	2.18587e-007	NA	0	13.0147	46.3679	46.3679	129.214	0	5.24381e-009	80.4018	0	0	9.88844	NA	1
49.1321	19.2613	4.88744	5.12096e-009	NA	0	4.88744	23.7898	23.7898	149.669	0	1.2285e-010	44.2446	0	0	6.27855	NA	1
63.7981	18.1886	25.1526	1.19972e-010	NA	25.1526	0	4.0728	4.0728	171.985	0	12.2562	59.7253	37.4088	12.2562	-1.75529	NA	1
175.107	41.5806	94.648	11.9691	NA	82.6789	0	4.0852	4.0852	171.985	48.0553	40.5744	122.966	122.966	40.2873	-0.782908	NA	1
117.598	71.6817	129.644	39.6239	NA	90.0202	0	5.64116	5.64116	171.985	26.1271	44.8151	133.885	133.885	43.8645	-0.142085	NA	1
30.3505	44.5083	79.8934	43.7652	NA	36.1282	0	2.74506	2.74506	171.985	0	18.6543	53.7325	53.7325	17.6043	-3.3362	NA	1
140.789	118.982	72.6978	18.2172	NA	54.4806	0	21.1701	21.1701	171.985	0	65.575	119.619	119.619	65.1379	2.41453	NA	1
107.523	127.047	103.371	64.0387	NA	8.17648	31.1557	40.9848	40.9848	171.985	0	28.7424	76.3674	35.3826	27.2061	5.60465	NA	1
71.3805	57.9437	41.7997	28.069	NA	0	13.7307	74.743	73.9211	155.714	0	0.673365	57.6498	0	0	10.3492	NA	1
24.3517	26.6641	2.10446	0.65759	NA	0	1.44687	94.2237	75.7617	102.857	0	0.0157753	22.9049	0	0	13.534	NA	1
99.8895	21.0253	16.0965	0.0154057	NA	0	16.0811	119.995	103.325	83.3407	0	0.000369577	83.8084	0	0	18.7758	NA	1
136.641	18.1197	24.3819	0.000360919	NA	0	24.3815	89.3916	89.3916	106.208	0	8.6583e-006	112.259	0	0	15.8051	NA	1
140.942	37.0144	33.0585	8.45546e-006	NA	0	33.0585	52.0374	52.0374	162.055	0	2.02843e-007	107.884	0	0	11.7089	NA	1
61.2074	21.7535	14.6119	1.98091e-007	NA	5.09904	9.51288	19.6986	19.6986	171.985	0	16.9664	51.6945	22.0654	16.9664	4.33895	NA	1
58.905	36.9849	35.2779	16.5689	NA	9.35845	9.35056	9.057	9.057	171.985	0	31.5365	49.5544	40.4974	31.139	2.21551	NA	1
113.08	54.7749	104.402	30.7976	NA	73.604	0	3.61069	3.61069	171.985	0	36.6042	109.469	109.469	35.8653	-1.27273	NA	1
159.587	65.2974	82.7609	35.7466	NA	47.0143	0	1.28189	1.28189	171.985	88.3821	23.7664	69.9232	69.9232	22.9089	-3.89609	NA	1
53.4581	92.7513	83.6079	23.2096	NA	60.3983	0	9.22865	9.22865	171.985	0	72.7701	132.612	132.612	72.2133	0.593542	NA	1
64.9284	66.6358	105.439	71.0652	NA	34.374	0	13.8048	13.8048	171.985	0	18.4544	51.1236	51.1236	16.7496	-0.165055	NA	1
82.8869	127.807	37.1199	18.0221	NA	19.0979	0	40.9553	40.9553	171.985	0	23.2661	41.9316	41.9316	22.8337	5.59701	NA	1
109.429	94.53	55.6582	22.721	NA	0.667156	32.27	74.2721	74.2721	171.985	0	2.76494	77.1591	2.88703	2.21987	10.2525	NA	1
192.87	79.6701	103.419	2.70016	NA	0.474129	100.245	90.5732	90.5732	171.985	0	1.64238	92.625	2.05173	1.5776	12.816	NA	1
67.9572	49.8495	14.0492	1.6039	NA	0	12.4453	116.435	106.813	120.684	0	0.0384769	55.512	0	0	18.0704	NA	1
144.403	25.8621	39.4694	0.0375755	NA	0	39.4318	86.2401	86.2401	139.415	0	0.000901422	104.972	0	0	15.0716	NA	1
134.814	50.6515	43.498	0.000880303	NA	3.79391	39.7033	46.1237	46.1237	171.985	0	12.6237	95.1112	16.4176	12.6237	9.81005	NA	1
9.74069	37.2998	12.5837	12.328	NA	0	0.25569	28.4212	27.4159	154.054	0	0.295744	9.485	0	0	8.47427	NA	1
110.209	39.7551	59.584	0.288815	NA	59.2952	0	4.08953	4.08953	171.985	0	28.8999	106.119	88.1882	28.893	-1.74196	NA	1
66.2731	40.3357	68.8759	28.2229	NA	40.653	0	0.531467	0.531467	171.985	5.27945	20.4862	60.4622	60.4622	19.8092	-4.45137	NA	1
23.6045	32.7754	39.427	20.0063	NA	19.4207	0	0	0	171.985	0	9.94316	28.8839	28.8839	9.46322	-6.02851	NA	1
57.1279	17.5022	25.0713	9.71022	NA	15.361	0	0	0	171.985	34.2819	7.71798	22.8461	22.8461	7.48504	-6.65913	NA	1
66.7928	26.4698	63.4258	7.53717	NA	55.8886	0	5.42017	5.42017	171.985	12.5328	27.4139	83.1217	83.1217	27.2331	-3.12145	NA	1
47.2716	117.856	36.1533	26.7716	NA	9.38167	0	39.2058	39.2058	171.985	0	11.8591	20.5986	20.5986	11.2169	5.08224	NA	1
117.036	105.704	49.2063	11.5813	NA	0.712445	36.9125	77.0407	77.0407	171.985	0	2.6484	80.1237	3.08301	2.37057	10.7773	NA	1
108.16	43.9031	34.1124	2.58635	NA	0	31.5261	93.5674	92.7605	155.859	0	0.0620455	76.6343	0	0	13.3991	NA	1
110.324	49.5297	29.7852	0.060592	NA	0	29.7247	93.2905	91.6865	144.772	0	0.00145358	80.5997	0	0	13.5114	NA	1
143.248	32.3276	46.5501	0.00141952	NA	0	46.5487	84.4796	84.4796	156.992	0	3.40538e-005	96.6997	0	0	14.7153	NA	1
154.618	75.2417	68.526	3.3256e-005	NA	9.7171	58.8088	38.7671	38.7671	171.985	0	32.3324	95.8094	42.0495	32.3324	7.49057	NA	1
90.7709	51.6504	63.7326	31.5749	NA	9.95395	22.2038	25.4927	25.4927	171.985	0	33.8779	68.5671	43.0744	33.1204	7.12571	NA	1
65.7098	53.5522	54.8836	33.0842	NA	10.1636	11.6357	10.0926	10.0926	171.985	0	34.6116	54.0741	43.9815	33.8179	3.05597	NA	1
27.6119	32.9968	48.6364	33.8008	NA	14.8356	0	0	0	171.985	5.54724	8.03989	22.0647	22.0647	7.22902	-6.70499	NA	1
21.0157	20.4102	25.7117	7.85153	NA	17.8601	0	0	0	171.985	0	8.89114	26.5629	26.5629	8.70279	-5.9531	NA	1
110.133	34.1654	78.2701	8.68285	NA	69.5873	0	6.63741	6.63741	171.985	0	34.1164	103.495	103.495	33.9081	-0.977025	NA	1
45.3712	60.2022	46.1314	33.3171	NA	12.8143	0	17.236	17.236	171.985	0	16.1202	28.1352	28.1352	15.321	1.03667	NA	1
107.33	59.0828	58.2214	15.7426	NA	11.4352	31.0437	26.8017	26.8017	171.985	0	38.4268	76.286	49.4843	38.0491	1.93482	NA	1
131.122	77.1509	85.8446	37.5265	NA	1.98573	46.3323	76.1966	76.1966	171.985	0	7.50751	84.7896	8.593	6.60726	10.6477	NA	1
125.288	39.2163	49.6329	7.33163	NA	0	42.3012	97.5352	96.9368	158.035	0	0.175883	82.9869	0	0	14.1854	NA	1
468.941	355.407	469.113	0.171762	NA	0	468.941	97.106	68.1801	89.8553	0	0.00412051	0	0	0	14.2406	NA	1
67.5628	50.59	6.43091	0.00402398	NA	0	6.42689	91.1709	75.5341	75.457	0	9.65336e-005	61.1359	0	0	16.2192	NA	1
24.2569	23.5864	0.695779	9.4272e-005	NA	0	0.695684	49.4258	34.097	64.9212	0	2.26155e-006	23.5612	0	0	10.8703	NA	1
83.6171	27.0947	7.11245	2.20857e-006	NA	0	7.11244	18.7539	18.7539	122.672	0	5.29826e-008	76.5046	0	0	3.89106	NA	1
63.8778	34.9798	7.84309	5.17413e-008	NA	0	7.84309	7.97376	7.97376	170.733	0	1.24125e-009	56.0347	0	0	1.35252	NA	1
86.1452	64.5888	54.676	1.21217e-009	NA	54.676	0	3.5746	3.5746	171.985	0	26.6422	82.5706	81.3182	26.6422	-1.30999	NA	1
65.8786	56.8145	67.7901	26.018	NA	41.772	0	3.75213	3.75213	171.985	0	20.9786	62.1265	62.1265	20.3544	-1.76884	NA	1
29.4174	38.4512	29.34	20.4871	NA	8.85285	0	9.97993	9.97993	171.985	0	11.0761	19.4375	19.4375	10.5846	1.0489	NA	1
109.338	65.2039	57.5006	10.8166	NA	14.4676	32.2164	14.515	14.515	171.985	0	48.3986	77.1217	62.6068	48.1391	0.0836655	NA	1
61.9755	61.2626	58.6757	47.2648	NA	1.06016	10.3508	47.037	47.037	171.985	0	4.66142	51.6247	4.58772	3.52755	7.17063	NA	1
44.366	31.998	9.85659	4.55221	NA	0	5.30438	77.6187	73.6024	137.445	0	0.109206	39.0617	0	0	10.9397	NA	1
132.438	32.0373	37.8809	0.106647	NA	0	37.7742	99.1839	98.2291	133.879	0	0.00255843	94.6639	0	0	14.5097	NA	1
190.562	41.834	76.1801	0.00249849	NA	0	76.1776	99.2576	99.2576	149.006	0	5.99377e-005	114.384	0	0	14.6669	NA	1
70.8647	33.8579	11.7249	5.85335e-005	NA	0	11.7248	83.5558	78.8606	129.285	0	1.4042e-006	59.1399	0	0	14.4468	NA	1
208.291	82.3813	94.4386	1.3713e-006	NA	6.55036	87.8883	49.3566	49.3566	171.985	0	21.7954	120.402	28.3458	21.7954	10.8481	NA	1
180.563	95.6642	125.19	21.2848	NA	16.0452	87.8601	23.2697	23.2697	171.985	0	53.8988	92.703	69.4333	53.3882	6.032	NA	1
78.1588	112.035	102.569	52.6361	NA	49.9334	0	3.89418	3.89418	171.985	0	25.594	74.2646	74.2646	24.3312	-1.89759	NA	1
63.1798	55.8746	66.9456	24.9944	NA	41.9512	0	0.786848	0.786848	171.985	0	21.0414	62.393	62.393	20.4418	-4.18775	NA	1
71.6157	36.5543	66.8146	20.5484	NA	46.2662	0	2.80512	2.80512	171.985	0	23.0373	68.8106	68.8106	22.5443	-2.58435	NA	1
139.345	36.7831	71.515	22.4976	NA	49.0174	0	2.1098	2.1098	171.985	64.3332	24.4247	72.9024	72.9024	23.8849	-3.72124	NA	1
77.3072	130.774	78.7219	23.8524	NA	54.8695	0	21.168	21.168	171.985	0	66.1751	120.472	120.472	65.6029	2.41381	NA	1
91.6471	139.225	92.785	64.6248	NA	5.52576	22.6345	45.1006	45.1006	171.985	0	19.9365	69.0126	23.912	18.3862	6.66959	NA	1
54.084	50.6589	27.3521	19.4695	NA	0	7.88262	79.141	76.1787	142.008	0	0.467065	46.2013	0	0	11.2524	NA	1
196.234	51.9456	86.1411	0.456123	NA	0	85.685	94.4434	94.4434	158.114	0	0.0109422	110.549	0	0	13.5772	NA	1
74.0395	47.7755	13.5919	0.0106859	NA	0	13.5812	110.104	100.103	118.469	0	0.000256349	60.4583	0	0	16.8159	NA	1
64.5719	22.5654	7.74015	0.000250344	NA	0	7.7399	83.815	74.0341	101.267	0	6.00564e-006	56.832	0	0	14.5072	NA	1
88.4191	16.4295	12.4052	5.86495e-006	NA	0	12.4052	59.6876	59.6876	117.594	0	1.40698e-007	76.0139	0	0	14.1653	NA	1
66.8781	19.7484	8.24126	1.37402e-007	NA	0	8.24126	23.8092	23.8092	152.421	0	3.29621e-009	58.6368	0	0	6.28778	NA	1
66.3319	20.6242	27.5423	3.21899e-009	NA	27.5423	0	5.80477	5.80477	171.985	0	13.4207	60.5271	40.963	13.4207	-0.375465	NA	1
96.4776	23.5126	74.6483	13.1062	NA	61.542	0	2.29785	2.29785	171.985	2.64985	30.3023	91.5299	91.5299	29.9879	-2.62796	NA	1
133.648	19.7213	68.2415	29.5924	NA	38.6492	0	0.433676	0.433676	171.985	78.3824	19.5427	57.4819	57.4819	18.8327	-4.62629	NA	1
94.6664	64.67	107.179	19.0848	NA	88.0943	0	8.06739	8.06739	171.985	33.961	43.3839	131.02	131.02	42.9261	-0.310195	NA	1
196.215	150.693	139.211	42.3675	NA	96.8437	0	17.5447	17.5447	171.985	0	116.804	212.632	212.632	115.788	1.08072	NA	1
37.6636	139.767	117.891	114.068	NA	0	3.82277	55.8505	54.5004	151.326	0	2.73644	33.8409	0	0	9.36264	NA	1
78.2707	47.5812	17.1986	2.67234	NA	0	14.5262	86.5549	82.5408	132.529	0	0.0641083	63.7444	0	0	12.7258	NA	1
51.5141	21.815	5.57331	0.0626064	NA	0	5.51071	102.071	82.8729	95.66	0	0.0015019	46.0034	0	0	15.0713	NA	1
174.699	29.6681	45.7475	0.00146672	NA	0	45.746	90.7558	90.7558	133.857	0	3.51859e-005	128.953	0	0	13.0085	NA	1
40.9541	16.8797	3.5179	3.43616e-005	NA	0	3.51787	92.0341	73.8456	97.4478	0	8.24321e-007	37.4363	0	0	16.4783	NA	1
37.5328	15.3101	2.15097	8.05009e-007	NA	0	2.15097	47.6848	42.1092	90.7203	0	1.93118e-008	35.3818	0	0	10.3638	NA	1
28.6929	14.0898	1.1703	1.88594e-008	NA	0	1.1703	30.8201	29.2454	88.9975	0	4.5243e-010	27.5226	0	0	9.65969	NA	1
90.6324	18.8307	11.4548	4.41831e-010	NA	0	11.4548	12.0826	12.0826	156.093	0	1.05993e-011	79.1776	0	0	4.64448	NA	1
48.2691	17.8737	19.1352	1.0351e-011	NA	19.1352	0	3.91708	3.91708	171.985	0	9.32408	44.3521	28.4593	9.32408	-0.955545	NA	1
59.6447	17.6719	47.4513	9.10564	NA	38.3457	0	2.61415	2.61415	171.985	0	18.9033	57.0305	57.0305	18.6849	-2.74881	NA	1
70.4512	28.2559	62.3382	18.4604	NA	43.8777	0	5.19295	5.19295	171.985	0	21.8234	65.2583	65.2583	21.3805	-1.85252	NA	1
78.0203	61.8088	49.4119	21.3121	NA	28.0998	0	16.3239	16.3239	171.985	0	34.1079	61.6965	61.6965	33.5967	0.717203	NA	1
72.0784	74.5455	52.0845	33.3089	NA	4.77515	14.0005	37.4141	37.4141	171.985	0	16.6877	58.0779	20.6638	15.8887	4.68074	NA	1
119.185	43.3397	54.5772	16.2968	NA	0	38.2804	83.6509	83.6291	169.261	0	0.390953	80.9046	0	0	12.1785	NA	1
139.112	44.1688	51.7067	0.381794	NA	0	51.3249	87.1142	87.1142	169.934	0	0.00915909	87.7872	0	0	12.1356	NA	1
193.57	72.0606	99.7781	0.00894451	NA	0	99.7692	105.382	104.867	158.868	0	0.000214575	93.8005	0	0	15.8803	NA	1
70.5081	40.1906	12.3755	0.000209548	NA	0	12.3753	91.9055	86.4576	130.543	0	5.02698e-006	58.1328	0	0	16.3902	NA	1
137.595	48.9589	41.7001	4.90921e-006	NA	2.97437	38.7257	44.5555	44.5555	171.985	0	9.89682	98.8691	12.8712	9.89682	9.30649	NA	1
35.8183	35.0856	13.4969	9.66496	NA	0.374554	3.45735	30.7401	30.7401	171.985	0	1.47814	32.3609	1.62083	1.24628	9.57365	NA	1
115.407	37.4253	75.4021	1.44351	NA	73.9586	0	5.41039	5.41039	171.985	0	36.0727	109.997	109.997	36.0381	-0.68966	NA	1
116.721	27.8377	60.41	35.2276	NA	25.1823	0	0	0	171.985	79.2683	13.1158	37.453	37.453	12.2707	-5.80182	NA	1
53.9512	50.2112	69.3591	12.8085	NA	56.5506	0	2.24853	2.24853	171.985	46.8648	27.8629	84.1062	84.1062	27.5556	-3.06366	NA	1
156.401	129.483	115.012	27.2102	NA	87.802	0	10.4863	10.4863	171.985	0	105.63	192.78	192.78	104.978	1.3558	NA	1
64.8848	104.757	122.04	103.156	NA	7.53861	11.3454	20.9171	20.9171	171.985	0	27.5584	53.5394	32.6223	25.0837	2.32593	NA	1
54.7402	88.778	36.5674	26.9127	NA	1.57965	8.07506	39.8294	39.8294	171.985	0	5.90171	46.6651	6.83573	5.25608	5.30568	NA	1
58.1084	50.9788	14.8628	5.76344	NA	0	9.09939	93.3661	88.1076	132.887	0	0.138263	49.0091	0	0	14.1736	NA	1
108.291	28.1698	24.553	0.135024	NA	0	24.418	103.391	98.1294	118.631	0	0.00323916	83.8732	0	0	15.3372	NA	1
71.041	19.5171	9.38434	0.00316328	NA	0	9.38118	112.202	91.8669	88.4235	0	7.58857e-005	61.6599	0	0	17.2317	NA	1
178.098	37.8706	43.9468	7.41079e-005	NA	0	43.9467	94.8529	94.8529	127.722	0	1.77782e-006	134.151	0	0	17.0762	NA	1
105.249	21.9626	22.1689	1.73617e-006	NA	0	22.1689	46.5576	46.5576	164.244	0	4.165e-008	83.0803	0	0	9.94936	NA	1
131.642	38.9605	58.1747	4.06742e-008	NA	13.5764	44.5983	20.5523	20.5523	171.985	0	45.1735	87.0433	58.7499	45.1735	4.74368	NA	1
83.2548	59.009	75.2576	44.1152	NA	12.4635	18.6789	10.6419	10.6419	171.985	0	42.5288	64.5759	53.934	41.4705	3.47816	NA	1
68.2626	40.0061	75.2418	41.5325	NA	33.7093	0	0	0	171.985	18.1276	17.422	50.135	50.135	16.4257	-5.05749	NA	1
105.778	41.1402	57.205	17.0139	NA	40.1911	0	0.590258	0.590258	171.985	63.5404	19.9922	59.7752	59.7752	19.5841	-4.4917	NA	1
38.1491	22.2923	44.4675	19.5239	NA	24.9437	0	0	0	171.985	64.5915	12.6228	37.0981	37.0981	12.1544	-5.82265	NA	1
39.8807	58.5686	51.9325	12.3271	NA	39.6055	0	17.5137	17.5137	171.985	0	47.6487	86.9584	86.9584	47.353	1.13394	NA	1
51.829	74.8358	55.355	46.5324	NA	1.58362	7.239	37.7371	37.7371	171.985	0	6.38558	44.59	6.85291	5.26929	4.76431	NA	1
106.125	54.3788	36.5869	6.23598	NA	0	30.3509	88.6049	88.138	159.622	0	0.149599	75.7744	0	0	13.1958	NA	1
24.384	24.4721	1.6332	0.146094	NA	0	1.48711	111.375	87.0923	95.4263	0	0.00350474	22.8969	0	0	16.9078	NA	1
126.87	18.6683	24.0707	0.00342263	NA	0	24.0673	106.799	104.994	93.2346	0	8.21075e-005	102.803	0	0	16.1611	NA	1
51.1803	13.2632	3.82679	8.01839e-005	NA	0	3.82671	96.6131	70.5738	70.0144	0	1.92358e-006	47.3536	0	0	17.4858	NA	1
42.9379	11.7624	2.02261	1.87852e-006	NA	0	2.02261	49.5078	44.3273	66.6024	0	4.50648e-008	40.9153	0	0	10.8967	NA	1
110.15	20.516	12.6619	4.40091e-008	NA	0	12.6619	16.5712	16.5712	147.519	0	1.05576e-009	97.4879	0	0	2.8563	NA	1
38.2459	17.0815	3.38111	1.03103e-009	NA	0	3.38111	10.7491	10.7491	171.635	0	2.47339e-011	34.8648	0	0	3.56356	NA	1
133.273	23.1239	65.3363	2.41544e-011	NA	65.3363	0	2.63863	2.63863	171.985	33.1104	31.8367	97.5236	97.173	31.8367	-2.27618	NA	1
110.059	20.0166	54.4694	31.0908	NA	23.3786	0	0	0	171.985	108.399	12.1376	34.7703	34.7703	11.3918	-5.95927	NA	1
90.4712	65.3294	79.1763	11.8533	NA	67.323	0	4.94843	4.94843	171.985	93.7939	33.0891	100.128	100.128	32.8048	-2.12333	NA	1
48.8817	88.3671	87.5428	32.3139	NA	55.2288	0	15.8117	15.8117	171.985	5.60242	66.8078	121.261	121.261	66.0326	0.480106	NA	1
44.1233	89.5234	67.0637	65.2426	NA	1.82102	0	45.7274	45.7274	171.985	0	3.74239	3.99826	3.99826	2.17724	6.75936	NA	1
59.3924	49.0721	13.1607	3.65471	NA	0	9.50595	69.5747	68.4895	153.382	0	0.0876751	49.8865	0	0	9.24835	NA	1
72.0216	23.6872	12.5521	0.0856211	NA	0	12.4664	93.8775	87.304	125.633	0	0.00205402	59.5551	0	0	13.4601	NA	1
53.6686	16.9068	5.67207	0.0020059	NA	0	5.67006	101.561	81.6187	92.0131	0	4.81206e-005	47.9986	0	0	15.1525	NA	1
126.711	15.069	23.1483	4.69933e-005	NA	0	23.1482	89.5797	89.5797	105.996	0	1.12735e-006	103.562	0	0	15.9055	NA	1
61.4502	16.4763	6.27158	1.10094e-006	NA	0	6.27158	47.7925	47.7925	113.382	0	2.64111e-008	55.1786	0	0	10.3985	NA	1
67.246	17.6227	8.03377	2.57923e-008	NA	0	8.03377	27.0522	27.0522	145.542	0	6.18748e-010	59.2123	0	0	7.86748	NA	1
134.557	35.7794	54.8674	6.04252e-010	NA	13.5778	41.2895	8.06748	8.06748	171.985	0	45.1784	93.267	58.7562	45.1784	1.43954	NA	1
52.0888	29.4122	77.5665	44.1199	NA	33.4466	0	2.34452	2.34452	171.985	0	17.3561	49.7443	49.7443	16.2977	-2.57924	NA	1
144.113	41.5043	84.2679	16.9495	NA	67.3184	0	3.34001	3.34001	171.985	40.6523	33.2092	100.121	100.121	32.8026	-2.12373	NA	1
82.1074	24.2802	64.3443	32.4312	NA	31.9132	0	0	0	171.985	75.296	16.3285	47.4637	47.4637	15.5505	-5.21428	NA	1
56.0488	77.7905	91.7487	15.9459	NA	75.8028	0	10.3269	10.3269	171.985	8.27838	37.3193	112.739	112.739	36.9367	-1.38313	NA	1
41.2652	142.916	37.9066	36.445	NA	1.46159	0	46.3345	46.3345	171.985	0	2.62181	3.2091	3.2091	1.74751	6.98885	NA	1
141.485	66.589	59.319	2.56038	NA	2.81354	53.9451	75.3643	75.3643	171.985	0	9.42309	87.5395	12.1752	9.36167	10.4768	NA	1
73.6431	32.9575	23.8173	9.20233	NA	0	14.615	93.2361	90.0489	140.965	0	0.22076	59.0281	0	0	13.3398	NA	1
134.775	24.8755	40.3363	0.215588	NA	0	40.1207	105.834	103.526	132.093	0	0.00517188	94.6539	0	0	15.9699	NA	1
106.222	25.1142	23.3585	0.00505071	NA	0	23.3534	81.0958	81.0958	133.866	0	0.000121165	82.8686	0	0	13.8743	NA	1
42.3538	17.1848	3.76278	0.000118326	NA	0	3.76266	54.3936	50.3429	122.114	0	2.83859e-006	38.5911	0	0	12.4655	NA	1
6.97931	13.8881	0.0932062	2.77209e-006	NA	0	0.0932034	26.3179	19.9322	109.068	0	6.65014e-008	6.88611	0	0	7.4771	NA	1
64.424	12.348	7.09305	6.49434e-008	NA	0	7.09305	6.5346	6.5346	159.864	0	1.55797e-009	57.3309	0	0	0.205972	NA	1
164.124	14.0382	48.4878	1.52147e-009	NA	48.4878	0	1.88315	1.88315	171.985	78.0046	23.6269	84.2361	72.1147	23.6269	-3.05605	NA	1
41.14	12.9015	36.5085	23.0734	NA	13.4352	0	0	0	171.985	99.1628	7.10014	19.9818	19.9818	6.54662	-6.82724	NA	1
94.3572	11.1449	39.9347	6.9338	NA	33.0009	0	0	0	171.985	144.439	16.2468	49.0814	49.0814	16.0805	-5.11933	NA	1
100.438	27.7885	83.5447	15.8662	NA	67.6784	0	8.30209	8.30209	171.985	135.918	33.3586	100.656	100.656	32.978	-2.09231	NA	1
105.45	236.479	123.467	32.5771	NA	90.8904	0	41.8073	41.8073	171.985	0	109.452	199.561	199.561	108.67	5.81747	NA	1
97.9872	104.779	132.762	106.887	NA	0	25.8745	76.0021	75.9585	168.14	0	2.56419	72.1127	0	0	10.6077	NA	1
116.647	34.4976	38.3519	2.50412	NA	0	35.8478	101.92	100.23	148.709	0	0.0600727	80.7996	0	0	15.0479	NA	1
57.7348	28.5905	7.8257	0.0586654	NA	0	7.76704	124.558	102.298	96.3791	0	0.00140736	49.9678	0	0	19.6799	NA	1
262.462	69.7184	105.218	0.00137439	NA	1.18689	104.03	77.6898	77.6898	171.985	0	3.94924	158.432	5.13609	3.94921	13.0816	NA	1
19.1134	41.1796	4.84121	3.85672	NA	0	0.984491	56.5565	52.5661	137.548	0	0.0925211	18.129	0	0	13.1599	NA	1
47.4972	21.7043	4.95256	0.0903536	NA	0	4.86221	28.6802	28.6802	151.503	0	0.00216755	42.635	0	0	8.59707	NA	1
