Initial
1961-1-1

Spa	171.985
Dgw	17.0382
Alf	0.00269484
Dgm	150.758
Soc	0.231087
Wic	0.672371
Mec	0.455453
Grd	0.976572

OK	nan

P	R	RM	BF	B	I	DR	PET	ET	SW	SS	GS	INF	PERC	RC	T	H	WEI
93.2629	30.4997	14.9416	2.37703e-008	NA	0	14.9416	22.3039	22.3039	165.649	0	5.7024e-010	78.3213	0	0	5.5741	NA	1
61.784	28.839	33.6075	5.5688e-010	NA	33.6075	0	5.46449	5.46449	171.985	0	16.3761	56.3195	49.9836	16.3761	-0.646557	NA	1
49.3047	34.0646	47.6068	15.9924	NA	31.6144	0	2.28541	2.28541	171.985	0	15.7885	47.0192	47.0192	15.4049	-2.64081	NA	1
188.512	63.467	63.1077	15.4186	NA	47.6891	0	1.3494	1.3494	171.985	116.235	23.6076	70.9267	70.9267	23.2377	-3.83719	NA	1
13.9548	34.2958	81.3796	23.0545	NA	58.3251	0	3.59733	3.59733	171.985	39.8475	28.9734	86.7454	86.7454	28.4203	-2.90877	NA	1
39.2984	47.345	78.4983	28.2946	NA	50.2037	0	4.47932	4.47932	171.985	0	25.1417	74.6667	74.6667	24.463	-3.44754	NA	1
12.5798	145.524	24.5527	24.5527	NA	0	0	36.3354	12.5798	171.985	0	0.58901	0	0	0	4.34408	NA	1
127.621	86.6154	47.1398	0.575211	NA	2.67341	43.8911	72.1609	72.1609	171.985	0	8.9092	83.7297	11.5688	8.8954	9.77799	NA	1
57.7234	49.8003	17.6797	8.70048	NA	0	8.97921	89.3061	84.8778	135.852	0	0.208721	48.7442	0	0	12.5611	NA	1
72.655	27.8303	11.4405	0.203831	NA	0	11.2367	102.066	90.0141	107.256	0	0.00488983	61.4183	0	0	15.2528	NA	1
69.4062	25.0699	8.10058	0.00477527	NA	0	8.09581	75.5843	69.8527	98.7136	0	0.000114557	61.3104	0	0	12.6393	NA	1
105.589	32.0275	17.2447	0.000111873	NA	0	17.2446	46.1903	46.1903	140.867	0	2.68379e-006	88.344	0	0	9.88229	NA	1
61.1941	25.9777	8.26556	2.62092e-006	NA	0	8.26555	27.4499	27.4499	166.346	0	6.28747e-008	52.9286	0	0	8.05664	NA	1
106.273	47.1359	43.8265	6.14017e-008	NA	14.3889	29.4376	8.93048	8.93048	171.985	0	47.877	76.8357	62.2659	47.877	2.12839	NA	1
83.3212	51.7808	90.5534	46.7554	NA	43.798	0	0.797229	0.797229	171.985	17.3843	22.4633	65.1396	65.1396	21.3416	-4.17685	NA	1
80.2507	39.3812	74.8157	21.937	NA	52.8787	0	1.87633	1.87633	171.985	17.1136	26.2927	78.6451	78.6451	25.7664	-3.38419	NA	1
83.8048	63.3932	89.577	25.6767	NA	63.9003	0	5.88115	5.88115	171.985	0	31.753	95.0373	95.0373	31.137	-1.4354	NA	1
49.6593	130.098	42.6733	31.0091	NA	11.6642	0	24.0491	24.0491	171.985	0	14.6898	25.6102	25.6102	13.946	3.42288	NA	1
47.7874	63.0659	22.7504	14.3457	NA	2.25067	6.15404	31.8939	31.8939	171.985	0	7.83296	41.6334	9.73949	7.48881	3.25241	NA	1
87.3817	80.9224	28.2261	7.64945	NA	0	20.5767	70.1151	70.0835	168.707	0	0.183507	66.8051	0	0	9.39879	NA	1
76.1428	36.3108	15.5053	0.179208	NA	0	15.3261	94.015	90.432	139.092	0	0.00429913	60.8166	0	0	13.493	NA	1
164.08	30.5366	58.6795	0.00419841	NA	0	58.6753	92.1806	92.1806	152.316	0	0.000100718	105.405	0	0	13.2646	NA	1
181.91	129.409	79.9097	9.83587e-005	NA	0.93293	78.9766	79.2264	79.2264	171.985	0	3.1042	102.933	4.03713	3.1042	13.4392	NA	1
90.6097	46.7914	31.4395	3.03148	NA	6.2831	22.125	41.2954	41.2954	171.985	0	20.9789	68.4847	27.1893	20.9062	8.25971	NA	1
24.4769	31.7593	22.102	20.4874	NA	0	1.61453	26.7843	26.7399	168.108	0	0.491485	22.8624	0	0	7.69824	NA	1
131.645	44.1737	63.2186	0.479971	NA	17.0886	45.65	8.16911	8.16911	171.985	0	56.8716	85.9953	73.9487	56.8601	1.50816	NA	1
60.9305	27.0209	95.6335	55.5392	NA	40.0943	0	1.29933	1.29933	171.985	0	20.8693	59.6312	59.6312	19.5369	-3.65871	NA	1
62.5122	46.9735	60.9708	20.3804	NA	40.5905	0	2.14307	2.14307	171.985	0	20.2676	60.3692	60.3692	19.7787	-3.15449	NA	1
14.8045	33.7324	29.4726	19.7928	NA	9.67977	0	0.408011	0.408011	171.985	0	5.19152	14.3965	14.3965	4.7167	-4.7527	NA	1
46.4864	82.4158	17.8501	5.0699	NA	12.7802	0	18.426	18.426	171.985	0	15.4018	28.0603	28.0603	15.2802	1.45347	NA	1
49.0372	90.7437	23.497	15.041	NA	1.9759	6.48016	34.0066	34.0066	171.985	0	6.93537	42.5571	8.55044	6.57454	3.79908	NA	1
79.2303	88.9625	23.6896	6.77289	NA	0	16.9167	66.7701	66.7129	167.586	0	0.162479	62.3136	0	0	8.71186	NA	1
66.971	40.8991	11.9362	0.158672	NA	0	11.7775	85.0643	81.9128	140.867	0	0.00380649	55.1935	0	0	11.7324	NA	1
99.569	36.0475	21.8863	0.00371731	NA	0	21.8826	89.5668	87.0887	131.464	0	8.91768e-005	77.6864	0	0	12.7467	NA	1
91.8424	40.4243	17.3756	8.70876e-005	NA	0	17.3755	75.3341	75.1281	130.803	0	2.0892e-006	74.4669	0	0	12.5333	NA	1
143.749	33.9834	46.0403	2.04025e-006	NA	3.6885	42.3517	44.2539	44.2539	171.985	0	12.273	101.397	15.9615	12.273	9.20965	NA	1
70.5707	42.0259	32.8701	11.9855	NA	7.46369	13.4209	24.8517	24.8517	171.985	0	25.1219	57.1498	32.2981	24.8344	6.782	NA	1
42.57	28.8611	49.1678	24.5334	NA	24.6344	0	5.93188	5.93188	171.985	0	12.5923	36.6381	36.6381	12.0037	-0.274201	NA	1
116.52	40.353	74.5618	12.2973	NA	62.2646	0	2.35895	2.35895	171.985	21.5569	30.6349	92.6045	92.6045	30.3399	-2.56489	NA	1
88.3433	72.7938	39.5977	29.9172	NA	9.68044	0	0	0	171.985	95.5027	5.43473	14.3975	14.3975	4.71703	-7.15499	NA	1
53.0541	26.3468	56.6718	5.30741	NA	51.3644	0	2.4478	2.4478	171.985	69.7161	25.1559	76.3929	76.3929	25.0285	-3.51637	NA	1
75.6629	82.3936	82.9465	24.5665	NA	58.38	0	17.199	17.199	171.985	0	70.3895	128.18	128.18	69.8001	1.02371	NA	1
53.0124	103.404	79.2725	68.7404	NA	2.95874	7.57336	32.6355	32.6355	171.985	0	11.4938	45.4391	12.8035	9.84479	3.44431	NA	1
37.1098	78.7131	14.9357	11.2246	NA	0	3.71117	79.693	73.9857	131.398	0	0.269273	33.3987	0	0	11.3657	NA	1
161.562	52.4032	54.0042	0.262965	NA	0	53.7413	103.432	103.432	135.786	0	0.00630842	107.82	0	0	15.3454	NA	1
86.2324	31.3558	15.8273	0.00616063	NA	0	15.8212	87.5292	83.2754	122.922	0	0.000147791	70.4112	0	0	12.343	NA	1
72.9471	29.053	10.2493	0.000144329	NA	0	10.2491	80.3883	74.7131	110.907	0	3.46238e-006	62.6979	0	0	13.7096	NA	1
85.5421	24.5926	12.7163	3.38127e-006	NA	0	12.7163	49.1296	49.1296	134.603	0	8.11153e-008	72.8258	0	0	10.7752	NA	1
41.7109	28.3765	3.6694	7.9215e-008	NA	0	3.6694	22.1329	22.1329	150.512	0	1.90034e-009	38.0415	0	0	5.49306	NA	1
110.038	55.4121	40.8515	1.85581e-009	NA	12.2955	28.556	6.80101	6.80101	171.985	0	40.9117	81.482	53.2072	40.9117	0.418213	NA	1
118.349	89.0437	95.1037	39.9532	NA	17.4055	37.745	5.28365	5.28365	171.985	0	58.8729	80.6036	75.3199	57.9144	0.454244	NA	1
54.0024	42.6508	74.0266	57.4936	NA	16.533	0	0	0	171.985	29.4133	9.43536	24.5891	24.5891	8.05611	-6.55682	NA	1
83.2814	31.41	81.066	9.21431	NA	71.8517	0	5.83154	5.83154	171.985	0	35.2325	106.863	106.863	35.0115	-1.60996	NA	1
34.944	35.184	50.0107	34.4071	NA	15.6036	0	11.7372	11.7372	171.985	0	8.42863	23.2068	23.2068	7.60322	-0.932074	NA	1
126.87	89.553	52.8165	8.23117	NA	44.5854	0	28.9774	28.9774	171.985	0	53.5045	97.8924	97.8924	53.307	2.45189	NA	1
44.4855	108.927	57.584	52.251	NA	0	5.33299	58.3047	57.2768	153.861	0	1.25348	39.1525	0	0	6.94034	NA	1
129.098	47.0424	41.4043	1.22412	NA	0	40.1802	85.103	85.103	157.676	0	0.029366	88.9181	0	0	11.7346	NA	1
334.269	153.81	276.087	0.0286781	NA	0	276.058	86.6238	82.2219	133.665	0	0.000687975	58.2109	0	0	12.1886	NA	1
63.231	67.2065	8.37444	0.000671858	NA	0	8.37377	78.8057	72.232	116.29	0	1.61176e-005	54.8573	0	0	13.3911	NA	1
90.3403	40.0577	14.8713	1.574e-005	NA	0	14.8713	46.2893	46.2893	145.47	0	3.77596e-007	75.469	0	0	9.91419	NA	1
103.673	55.6458	31.7698	3.6875e-007	NA	7.27078	24.499	21.1956	21.1956	171.985	0	24.1925	79.1741	31.4633	24.1925	5.08177	NA	1
40.0628	37.4868	46.9025	23.6258	NA	23.2767	0	5.44393	5.44393	171.985	0	11.9089	34.6188	34.6188	11.3421	-0.654603	NA	1
57.2474	37.1005	48.9548	11.6299	NA	37.3249	0	1.73503	1.73503	171.985	0	18.4665	55.5124	55.5124	18.1875	-3.20855	NA	1
125.825	33.8751	43.3965	18.0338	NA	25.3626	0	0	0	171.985	88.1036	12.7912	37.7212	37.7212	12.3586	-5.78608	NA	1
58.8519	32.431	67.2257	12.4915	NA	54.7342	0	2.93311	2.93311	171.985	62.6177	26.9702	81.4047	81.4047	26.6705	-3.22222	NA	1
90.3536	138.34	84.8734	26.3384	NA	58.535	0	24.4507	24.4507	171.985	0	70.6174	128.521	128.521	69.9855	3.56353	NA	1
52.3372	61.2946	78.4271	68.963	NA	2.08248	7.38168	35.9439	35.9439	171.985	0	8.58356	44.9556	9.01164	6.92916	4.30034	NA	1
41.5212	46.693	13.0284	8.38246	NA	0	4.64594	76.7057	72.4299	136.431	0	0.201092	36.8753	0	0	10.7522	NA	1
83.2738	27.2202	15.0206	0.196381	NA	0	14.8242	95.0163	87.9771	116.903	0	0.0047111	68.4496	0	0	13.6899	NA	1
158.239	34.5099	45.871	0.00460073	NA	0	45.8664	95.19	95.19	134.086	0	0.00011037	112.372	0	0	13.8609	NA	1
117.685	39.6419	29.0982	0.000107784	NA	0	29.0981	80.881	80.881	141.791	0	2.58569e-006	88.5867	0	0	13.8243	NA	1
92.9652	29.9289	19.2014	2.52512e-006	NA	0	19.2014	51.5549	51.5549	164	0	6.05765e-008	73.7638	0	0	11.554	NA	1
181.506	78.4154	99.7387	5.91574e-008	NA	15.0809	84.6578	23.6023	23.6023	171.985	0	50.1796	96.8479	65.2605	50.1796	6.18967	NA	1
133.815	84.0371	115.475	49.004	NA	18.2156	48.2551	6.73428	6.73428	171.985	0	61.7856	85.5599	78.8256	60.61	0.365052	NA	1
138.113	54.2607	95.7225	60.3381	NA	35.3844	0	0.0859517	0.0859517	171.985	85.4003	18.6894	52.6263	52.6263	17.2419	-4.91127	NA	1
89.9098	70.2056	36.134	18.2516	NA	17.8825	0	0	0	171.985	148.714	9.15153	26.5962	26.5962	8.71368	-6.43903	NA	1
14.1236	33.019	52.4326	8.93713	NA	43.4954	0	1.31453	1.31453	171.985	96.8334	21.4086	64.6896	64.6896	21.1942	-4.20326	NA	1
53.0997	63.7179	80.589	20.9071	NA	59.6819	0	18.8943	18.8943	171.985	0	71.8583	131.039	131.039	71.3568	1.61748	NA	1
83.5071	102.585	97.0717	70.1749	NA	8.1045	18.7923	29.6436	29.6436	171.985	0	28.6501	64.7148	35.0711	26.9666	2.67017	NA	1
83.2055	117.066	46.6357	27.9789	NA	0	18.6568	74.2157	73.9491	162.585	0	0.671202	64.5487	0	0	10.2409	NA	1
128.226	40.5006	42.5419	0.655478	NA	0	41.8865	93.0617	92.5717	156.353	0	0.0157247	86.3394	0	0	13.3055	NA	1
82.1264	36.3723	16.5393	0.0153563	NA	0	16.5239	103.802	96.7434	125.212	0	0.000368391	65.6025	0	0	15.5673	NA	1
66.3584	24.103	8.63968	0.00035976	NA	0	8.63932	85.7538	76.5527	106.378	0	8.6305e-006	57.7191	0	0	14.9584	NA	1
24.0957	17.4727	0.967781	8.42831e-006	NA	0	0.967772	58.3395	42.8225	86.6835	0	2.02192e-007	23.1279	0	0	13.7325	NA	1
41.1362	16.432	2.29841	1.97455e-007	NA	0	2.29841	25.888	25.888	99.6333	0	4.73686e-009	38.8378	0	0	7.27332	NA	1
44.2428	15.2043	3.05584	4.62589e-009	NA	0	3.05584	8.97021	8.97021	131.85	0	1.10973e-010	41.1869	0	0	2.14637	NA	1
118.656	25.4414	46.2218	1.08373e-010	NA	46.2218	0	3.2843	3.2843	171.985	6.49172	22.5227	108.88	68.7445	22.5227	-1.60966	NA	1
137.335	51.5668	84.799	21.9951	NA	62.8039	0	5.93328	5.93328	171.985	0	75.6172	137.893	137.893	75.0895	0.109472	NA	1
70.7224	38.3331	108.525	73.8456	NA	34.6798	0	0.0449159	0.0449159	171.985	19.0991	18.6701	51.5784	51.5784	16.8986	-4.97278	NA	1
74.7848	61.2183	52.852	18.2327	NA	34.6193	0	17.8733	17.8733	171.985	0	41.8288	76.0106	76.0106	41.3914	1.25986	NA	1
85.6255	97.1551	65.3632	40.8488	NA	4.75651	19.7579	45.2845	45.2845	171.985	0	16.8066	65.8677	20.5831	15.8266	6.71718	NA	1
135.482	75.901	67.3446	16.4128	NA	1.46688	49.4649	79.6694	79.6694	171.985	0	5.27459	86.0172	6.34773	4.88085	11.3609	NA	1
73.4667	30.8367	19.6961	5.15102	NA	0	14.545	93.6416	90.3615	140.546	0	0.123571	58.9217	0	0	13.4195	NA	1
49.61	21.7535	5.54066	0.120676	NA	0	5.41998	112.561	90.293	94.4426	0	0.00289497	44.19	0	0	17.3028	NA	1
57.5016	16.8502	4.89576	0.00282715	NA	0	4.89293	87.9769	70.1636	76.8876	0	6.78221e-005	52.6086	0	0	15.4758	NA	1
44.0209	10.8177	2.33468	6.62332e-005	NA	0	2.33462	50.7473	45.6322	72.9417	0	1.58891e-006	41.6862	0	0	11.2946	NA	1
38.8452	11.8461	1.72462	1.55168e-006	NA	0	1.72461	23.8258	23.8258	86.2365	0	3.72243e-008	37.1206	0	0	6.29562	NA	1
75.7597	13.4379	3.63522e-008	3.63522e-008	NA	0	0	5.73617	5.73617	156.26	0	8.72074e-010	70.0235	0	0	-0.43012	NA	1
87.34	22.0782	46.4916	8.51644e-010	NA	46.4916	0	2.46881	2.46881	171.985	0	22.6542	84.8712	69.1458	22.6542	-2.45148	NA	1
95.4857	18.2599	76.7492	22.1235	NA	54.6257	0	2.05206	2.05206	171.985	12.1902	27.1485	81.2435	81.2435	26.6177	-3.23168	NA	1
93.1226	15.7849	75.0665	26.5124	NA	48.5541	0	2.13015	2.13015	171.985	30.9693	24.2952	72.2133	72.2133	23.6592	-3.76168	NA	1
19.4681	31.2869	50.1341	23.726	NA	26.408	0	11.1614	11.1614	171.985	0	13.4371	39.276	39.276	12.868	-1.13163	NA	1
45.4452	81.631	16.9169	13.1223	NA	3.79457	0	37.1137	37.1137	171.985	0	4.85166	8.33143	8.33143	4.53686	4.54425	NA	1
100.714	49.9504	32.7853	4.73799	NA	0.712397	27.3349	70.2968	70.2968	171.985	0	2.48407	73.3796	3.0828	2.3704	9.39623	NA	1
95.095	29.6755	26.7955	2.42587	NA	0	24.3696	82.7588	82.3474	160.363	0	0.0581957	70.7254	0	0	11.2737	NA	1
151.176	36.2911	57.4834	0.0568323	NA	0	57.4266	87.7088	87.7088	166.404	0	0.00136338	93.7495	0	0	12.4039	NA	1
84.0343	29.0309	18.4141	0.00133144	NA	0	18.4128	82.3586	81.0524	150.973	0	3.19408e-005	65.6215	0	0	14.2203	NA	1
147.32	29.085	58.1531	3.11925e-005	NA	6.8117	51.3413	45.49	45.49	171.985	0	22.665	95.979	29.4767	22.665	9.65666	NA	1
64.4353	34.6329	39.5011	22.134	NA	6.1783	11.1888	26.5108	26.5108	171.985	0	21.0885	53.2466	26.7358	20.5575	7.60997	NA	1
87.8179	35.0585	54.7557	20.5944	NA	13.3787	20.7826	9.14064	9.14064	171.985	0	45.01	67.0353	57.8947	44.5159	2.29614	NA	1
40.0647	29.1047	69.8636	43.9555	NA	25.908	0	1.53228	1.53228	171.985	0	13.6788	38.5324	38.5324	12.6243	-3.41789	NA	1
65.3324	20.8678	13.3583	13.3583	NA	0	0	0	0	171.985	65.3324	0.320461	0	0	0	-8.9259	NA	1
63.2197	22.0586	1.29568	0.312954	NA	0.982729	0	0	0	171.985	127.09	0.486366	1.46159	1.46159	0.478859	-7.91422	NA	1
38.5759	40.6408	90.0631	0.474972	NA	89.5882	0	13.7627	13.7627	171.985	18.6614	43.6654	133.242	133.242	43.654	-0.179794	NA	1
81.1553	88.0522	71.486	42.6424	NA	28.8435	0	36.4874	36.4874	171.985	0	35.5088	63.3293	63.3293	34.4858	4.44097	NA	1
63.2747	62.1434	45.4662	34.6769	NA	0	10.7893	81.0377	78.7935	145.677	0	0.831885	52.4854	0	0	11.6418	NA	1
136.11	37.2235	43.1	0.812396	NA	0	42.2876	77.3185	77.3185	162.181	0	0.0194891	93.8223	0	0	10.2087	NA	1
134.915	36.5396	46.2744	0.0190325	NA	0	46.2554	99.4967	98.5636	152.277	0	0.000456581	88.6596	0	0	14.7143	NA	1
221.422	87.4494	117.631	0.000445885	NA	0.647972	116.982	81.9279	81.9279	171.985	0	2.15605	104.44	2.80401	2.15604	14.068	NA	1
57.3726	31.8061	11.065	2.10554	NA	0.0891182	8.87038	48.1166	48.1166	171.985	0	0.34704	48.5022	0.385647	0.296529	10.4499	NA	1
23.6443	24.4917	1.84547	0.33891	NA	0	1.50656	22.6905	22.6896	171.433	0	0.00813031	22.1377	0	0	5.75741	NA	1
95.2638	25.1142	61.1583	0.00793983	NA	61.1504	0	3.76455	3.76455	171.985	0	29.7972	91.4992	90.9473	29.797	-2.00087	NA	1
80.3721	45.2242	63.4774	29.0991	NA	34.3783	0	4.89051	4.89051	171.985	0	41.8014	75.4816	75.4816	41.1033	0.0484041	NA	1
152.661	30.9942	86.5519	40.8221	NA	45.7298	0	1.15169	1.15169	171.985	83.4965	23.2623	68.0128	68.0128	22.283	-4.00821	NA	1
21.304	20.7915	22.7173	22.7173	NA	0	0	0	0	171.985	104.8	0.544979	0	0	0	-8.80566	NA	1
66.2978	55.0111	60.852	0.532211	NA	60.3198	0	15.5287	15.5287	171.985	23.1303	72.1322	132.439	132.439	72.1194	0.438727	NA	1
42.5909	106.233	80.3114	70.4423	NA	9.86907	0	44.0524	44.0524	171.985	0	13.4895	21.6687	21.6687	11.7996	6.39839	NA	1
107.506	43.8834	44.3193	13.1735	NA	0	31.1458	85.3661	85.1343	163.211	0	0.316027	76.3603	0	0	12.5307	NA	1
132.389	61.2454	45.131	0.308623	NA	0	44.8224	90.6606	90.4765	160.301	0	0.00740374	87.5664	0	0	12.8332	NA	1
68.9833	29.8379	11.9599	0.00723029	NA	0	11.9527	94.303	88.2642	129.068	0	0.000173452	57.0306	0	0	13.6852	NA	1
198.897	41.369	80.005	0.000169388	NA	0	80.0048	81.5253	81.5253	166.435	0	4.06356e-006	118.892	0	0	13.9743	NA	1
40.0343	28.4577	4.17975	3.96836e-006	NA	0	4.17975	44.0901	43.6365	158.653	0	9.51993e-008	35.8546	0	0	9.15706	NA	1
86.8336	28.1551	25.7949	9.2969e-008	NA	7.05073	18.7441	24.2458	24.2458	171.985	0	23.4603	68.0895	30.5111	23.4603	6.49473	NA	1
55.2219	32.6671	39.8925	22.9107	NA	8.764	8.21781	9.07907	9.07907	171.985	0	29.7106	47.0041	37.925	29.161	2.2331	NA	1
203.657	34.0793	85.6525	29.0146	NA	56.6379	0	1.88315	1.88315	171.985	117.538	28.2942	84.2361	84.2361	27.5982	-3.05605	NA	1
118.73	56.9153	27.6314	27.6314	NA	0	0	0	0	171.985	236.268	0.662865	0	0	0	-10.0161	NA	1
50.6702	30.9425	58.1891	0.647336	NA	57.5417	0	3.33745	3.33745	171.985	198.02	28.0541	85.5803	85.5803	28.0386	-2.97715	NA	1
60.6707	38.5594	65.0075	27.3969	NA	37.6106	0	0.80818	0.80818	171.985	201.946	18.9839	55.9373	55.9373	18.3267	-4.71695	NA	1
53.8526	161.663	116.825	18.5392	NA	98.2859	0	40	40	171.985	0	117.957	215.798	215.798	117.512	5.34982	NA	1
94.5564	99.9007	140.9	115.194	NA	1.61207	24.0943	63.486	63.486	171.985	0	8.12739	70.462	6.97601	5.36394	8.03745	NA	1
168.52	76.5333	85.3699	7.93699	NA	0.902117	76.5308	88.0854	88.0854	171.985	0	3.19208	91.9892	3.90379	3.00167	12.3266	NA	1
93.5948	43.2954	26.7241	3.1173	NA	0	23.6068	99.2537	96.8991	145.074	0	0.0747827	69.988	0	0	14.6661	NA	1
124.474	45.2636	35.2933	0.0730307	NA	0	35.2203	73.3311	73.3311	160.997	0	0.00175198	89.2542	0	0	12.0671	NA	1
74.6407	32.3399	14.0561	0.00171093	NA	0	14.0544	53.5348	53.5348	168.049	0	4.10446e-005	60.5863	0	0	12.1897	NA	1
49.1264	26.0196	9.58059	4.0083e-005	NA	3.22568	6.35488	24.8763	24.8763	171.985	0	10.733	42.7715	13.9587	10.733	6.79368	NA	1
100.238	40.4243	52.4566	10.4816	NA	14.8979	27.0771	8.69262	8.69262	171.985	0	49.8223	73.1613	64.4687	49.5708	1.92522	NA	1
100.123	54.8389	114.019	48.655	NA	65.3639	0	2.90867	2.90867	171.985	0	33.0174	97.2141	97.2141	31.8502	-1.99742	NA	1
75.5529	59.9217	79.5457	32.2439	NA	47.3018	0	5.20215	5.20215	171.985	0	23.8225	70.3508	70.3508	23.049	-0.517169	NA	1
95.3795	41.5585	83.3703	23.2644	NA	60.1059	0	5.98546	5.98546	171.985	0	29.8462	89.394	89.394	29.2881	-1.52048	NA	1
140.857	55.8722	102.899	29.147	NA	73.7524	0	9.91934	9.91934	171.985	21.2475	36.6369	109.69	109.69	35.9377	-1.56211	NA	1
18.6033	108.974	36.4357	35.7786	NA	0.657149	0	38.4079	38.4079	171.985	0	1.64401	1.44285	1.44285	0.785699	4.87706	NA	1
48.8874	76.4472	8.04612	1.6055	NA	0	6.44062	82.3989	78.0979	136.334	0	0.0385152	42.4468	0	0	11.8747	NA	1
82.5853	35.1987	14.6074	0.0376129	NA	0	14.5698	89.7302	84.1866	120.163	0	0.000902319	68.0156	0	0	12.6445	NA	1
86.8886	27.0578	14.2156	0.00088118	NA	0	14.2148	103.317	92.2848	100.552	0	2.11391e-005	72.6739	0	0	15.501	NA	1
153.363	27.2989	37.0573	2.06439e-005	NA	0	37.0573	84.8707	84.8707	131.987	0	4.95239e-007	116.305	0	0	14.8065	NA	1
112.016	36.8742	25.9498	4.83637e-007	NA	0	25.9498	48.2365	48.2365	169.817	0	1.16023e-008	86.0663	0	0	10.5415	NA	1
26.4152	21.0326	1.85665	1.13304e-008	NA	0	1.85665	24.5666	24.5665	169.809	0	2.71813e-010	24.5585	0	0	6.68522	NA	1
74.709	18.8898	47.1183	2.65445e-010	NA	47.1183	0	2.45455	2.45455	171.985	0	22.9595	72.2544	70.0779	22.9595	-3.04075	NA	1
160.676	38.5742	96.9941	22.4217	NA	74.5724	0	3.39894	3.39894	171.985	46.3673	36.8751	110.91	110.91	36.3372	-1.49053	NA	1
30.8228	39.2114	85.8322	36.0112	NA	49.821	0	3.09252	3.09252	171.985	0	25.1404	74.0975	74.0975	24.2765	-2.33686	NA	1
57.5736	54.5117	46.9917	24.5514	NA	22.4403	0	8.30334	8.30334	171.985	0	27.419	49.2703	49.2703	26.83	0.0327042	NA	1
45.3693	91.467	36.2214	26.7766	NA	3.89782	5.547	22.955	22.955	171.985	0	13.6118	39.8223	16.8673	12.9695	3.03967	NA	1
81.2995	69.7111	35.4851	13.293	NA	4.38026	17.8119	44.5327	44.5327	171.985	0	14.8936	63.4876	18.955	14.5747	6.52264	NA	1
76.4007	41.0713	30.2747	14.5447	NA	0	15.73	77.3658	76.581	156.075	0	0.348921	60.6707	0	0	10.8878	NA	1
124.975	33.3659	38.5372	0.340747	NA	0	38.1964	86.5366	86.5366	156.317	0	0.00817438	86.7787	0	0	12.0219	NA	1
91.1388	29.7198	20.3529	0.00798287	NA	0	20.3449	100.387	95.504	131.607	0	0.000191506	70.7939	0	0	14.8906	NA	1
124.619	28.7873	32.025	0.000187019	NA	0	32.0248	83.8843	83.8843	140.316	0	4.48652e-006	92.5938	0	0	14.5233	NA	1
67.4698	36.5519	10.0085	4.38141e-006	NA	0	10.0085	53.2966	53.2966	144.481	0	1.05108e-007	57.4613	0	0	12.1132	NA	1
54.8616	25.7858	6.8138	1.02646e-007	NA	0	6.8138	26.2929	26.2929	166.236	0	2.46243e-009	48.0477	0	0	7.46526	NA	1
51.8574	26.0663	27.2564	2.40475e-009	NA	27.2564	0	5.57047	5.57047	171.985	0	13.2813	46.2869	40.5377	13.2813	-0.562132	NA	1
57.8259	38.1855	49.2122	12.9702	NA	36.242	0	3.9241	3.9241	171.985	0	17.9709	53.9018	53.9018	17.6598	-0.949204	NA	1
35.2322	23.5372	38.8989	17.5499	NA	21.349	0	3.48042	3.48042	171.985	0	10.8238	31.7518	31.7518	10.4028	-2.00282	NA	1
86.1509	29.9067	44.8878	10.5703	NA	34.3175	0	10.8027	10.8027	171.985	0	41.2842	75.3481	75.3481	41.0306	1.54761	NA	1
25.7476	69.2387	42.1035	40.317	NA	0	1.78651	26.6735	26.6522	169.294	0	0.967189	23.9611	0	0	4.34201	NA	1
73.6298	37.1005	19.7389	0.94453	NA	4.41331	14.3811	37.4596	37.4596	171.985	0	14.7073	59.2487	19.098	14.6847	4.69252	NA	1
67.466	32.8713	26.6288	14.3628	NA	0	12.266	78.5999	77.0779	150.107	0	0.344558	55.2	0	0	11.1412	NA	1
123.97	28.5044	36.4839	0.336485	NA	0	36.1474	91.7878	91.2438	146.686	0	0.00807215	87.8226	0	0	13.0549	NA	1
44.1555	21.1655	4.48916	0.00788304	NA	0	4.48127	97.6439	81.6463	104.714	0	0.000189111	39.6742	0	0	14.3471	NA	1
52.2272	15.6988	4.47569	0.000184681	NA	0	4.4755	88.0906	69.6445	82.8214	0	4.43041e-006	47.7517	0	0	15.5023	NA	1
93.6366	16.6042	11.3782	4.32662e-006	NA	0	11.3782	41.9756	41.9756	123.104	0	1.03794e-007	82.2583	0	0	8.4781	NA	1
54.725	15.4897	5.77679	1.01362e-007	NA	0	5.77679	24.9888	24.9888	147.064	0	2.43164e-009	48.9482	0	0	6.84701	NA	1
104.606	32.4039	35.8372	2.37467e-009	NA	10.6221	25.2152	8.50369	8.50369	171.985	0	35.3435	79.391	45.9655	35.3435	1.77471	NA	1
90.4978	29.3753	90.9698	34.5155	NA	56.4544	0	1.86764	1.86764	171.985	4.66698	28.3368	83.9631	83.9631	27.5088	-3.07206	NA	1
38.8129	49.1975	54.6114	27.6729	NA	26.9385	0	3.415	3.415	171.985	0	13.7903	40.0649	40.0649	13.1264	-2.05916	NA	1
26.161	19.5713	31.0571	13.4672	NA	17.5899	0	0	0	171.985	0	8.89419	26.161	26.161	8.57112	-6.11348	NA	1
25.3816	50.4769	10.4678	8.68582	NA	1.782	0	21.469	21.469	171.985	0	2.33896	3.91259	3.91259	2.13059	2.51921	NA	1
